Data,Ultimo
2011-04-20,"29.816,20"
2011-04-19,"29.788,20"
2011-04-18,"29.680,79"
2011-04-15,"29.584,60"
2011-04-14,"29.572,76"
2011-04-13,"29.557,38"
2011-04-12,"29.509,44"
2011-04-11,"29.713,04"
2011-04-08,"29.901,84"
2011-04-07,"30.073,86"
2011-04-06,"30.280,31"
2011-04-05,"30.483,39"
2011-04-04,"30.423,35"
2011-04-01,"30.274,87"
2011-03-31,"29.892,13"
2011-03-30,"29.776,77"
2011-03-29,"29.223,47"
2011-03-28,"28.970,04"
2011-03-25,"29.156,24"
2011-03-24,"28.894,16"
2011-03-23,"28.873,84"
2011-03-22,"28.854,84"
2011-03-21,"28.427,10"
2011-03-18,"28.427,27"
2011-03-17,"28.352,94"
2011-03-16,"28.321,65"
2011-03-15,"28.855,23"
2011-03-14,"29.068,41"
2011-03-11,"28.889,83"
2011-03-10,"28.547,82"
2011-03-09,"28.811,02"
2011-03-04,"28.672,67"
2011-03-03,"28.508,34"
2011-03-02,"28.268,10"
2011-03-01,"28.012,02"
2011-02-28,"28.124,74"
2011-02-25,"27.707,66"
2011-02-24,"27.752,94"
2011-02-23,"27.648,47"
2011-02-22,"27.737,15"
2011-02-21,"27.869,10"
2011-02-18,"27.811,45"
2011-02-17,"27.682,80"
2011-02-16,"27.697,32"
2011-02-15,"27.236,99"
2011-02-14,"27.279,19"
2011-02-11,"27.345,28"
2011-02-10,"27.256,16"
2011-02-09,"27.172,91"
2011-02-08,"27.497,50"
2011-02-07,"27.320,40"
2011-02-04,"27.192,43"
2011-02-03,"27.450,78"
2011-02-02,"27.360,23"
2011-02-01,"27.591,52"
2011-01-31,"27.394,62"
2011-01-28,"27.148,43"
2011-01-27,"27.567,97"
2011-01-26,"27.806,85"
2011-01-24,"28.006,12"
2011-01-21,"27.903,57"
2011-01-20,"28.067,24"
2011-01-19,"28.005,18"
2011-01-18,"28.204,91"
2011-01-17,"28.289,63"
2011-01-14,"28.401,45"
2011-01-13,"28.234,94"
2011-01-12,"28.080,36"
2011-01-11,"27.728,60"
2011-01-10,"27.684,75"
2011-01-07,"27.791,92"
2011-01-06,"27.783,24"
2011-01-05,"27.886,78"
2011-01-04,"27.558,11"
2011-01-03,"27.446,40"
2010-12-30,"27.242,57"
2010-12-29,"27.088,05"
2010-12-28,"26.854,74"
2010-12-27,"26.720,81"
2010-12-23,"26.883,75"
2010-12-22,"26.758,81"
2010-12-21,"26.881,67"
2010-12-20,"26.857,19"
2010-12-17,"26.804,46"
2010-12-16,"26.611,07"
2010-12-15,"26.650,89"
2010-12-14,"26.796,47"
2010-12-13,"26.962,02"
2010-12-10,"26.948,38"
2010-12-09,"26.857,21"
2010-12-08,"27.059,66"
2010-12-07,"27.114,70"
2010-12-06,"27.253,66"
2010-12-03,"27.533,01"
2010-12-02,"27.144,33"
2010-12-01,"27.025,09"
2010-11-30,"26.677,46"
2010-11-29,"26.519,64"
2010-11-26,"26.613,19"
2010-11-25,"26.764,09"
2010-11-24,"26.911,52"
2010-11-23,"26.547,63"
2010-11-22,"26.632,54"
2010-11-19,"26.947,05"
2010-11-18,"26.742,87"
2010-11-17,"26.474,70"
2010-11-16,"26.184,37"
2010-11-12,"26.335,93"
2010-11-11,"26.506,98"
2010-11-10,"26.789,96"
2010-11-09,"26.809,33"
2010-11-08,"26.792,65"
2010-11-05,"26.589,07"
2010-11-04,"26.702,82"
2010-11-03,"26.579,18"
2010-11-01,"26.654,31"
2010-10-29,"26.473,24"
2010-10-28,"26.408,57"
2010-10-27,"26.571,45"
2010-10-26,"26.795,96"
2010-10-25,"26.355,22"
2010-10-22,"26.443,56"
2010-10-21,"26.766,70"
2010-10-20,"26.640,00"
2010-10-19,"26.477,21"
2010-10-18,"26.644,58"
2010-10-15,"26.841,70"
2010-10-14,"26.784,53"
2010-10-13,"26.873,32"
2010-10-11,"26.649,62"
2010-10-08,"26.391,38"
2010-10-07,"26.212,54"
2010-10-06,"26.371,73"
2010-10-05,"26.343,33"
2010-10-04,"26.021,46"
2010-10-01,"25.670,57"
2010-09-30,"25.497,24"
2010-09-29,"25.337,00"
2010-09-28,"25.425,09"
2010-09-27,"25.351,39"
2010-09-24,"25.311,54"
2010-09-23,"25.620,27"
2010-09-22,"25.742,29"
2010-09-21,"25.629,26"
2010-09-20,"25.644,34"
2010-09-17,"25.592,71"
2010-09-16,"25.760,78"
2010-09-15,"25.920,60"
2010-09-14,"25.680,49"
2010-09-13,"25.576,00"
2010-09-10,"25.410,43"
2010-09-09,"25.248,92"
2010-09-08,"25.372,10"
2010-09-06,"25.865,34"
2010-09-03,"25.790,68"
2010-09-02,"25.871,00"
2010-09-01,"26.017,41"
2010-08-31,"25.738,70"
2010-08-30,"26.052,97"
2010-08-27,"26.098,16"
2010-08-26,"25.767,24"
2010-08-25,"25.741,53"
2010-08-24,"25.805,75"
2010-08-23,"25.678,76"
2010-08-20,"25.923,88"
2010-08-19,"25.811,70"
2010-08-18,"25.801,90"
2010-08-17,"25.320,94"
2010-08-16,"25.298,93"
2010-08-13,"24.945,65"
2010-08-12,"25.001,45"
2010-08-11,"24.936,11"
2010-08-10,"25.084,39"
2010-08-09,"25.028,96"
2010-08-06,"25.249,67"
2010-08-05,"25.225,90"
2010-08-04,"25.052,01"
2010-08-03,"24.986,76"
2010-08-02,"25.068,65"
2010-07-30,"24.870,22"
2010-07-29,"24.636,66"
2010-07-28,"24.456,91"
2010-07-27,"24.477,86"
2010-07-26,"24.562,68"
2010-07-23,"24.459,06"
2010-07-22,"24.284,43"
2010-07-21,"23.904,72"
2010-07-20,"23.880,63"
2010-07-19,"23.858,72"
2010-07-16,"23.728,05"
2010-07-15,"23.902,68"
2010-07-14,"23.877,42"
2010-07-13,"24.272,84"
2010-07-12,"24.021,66"
2010-07-08,"24.197,00"
2010-07-07,"24.357,02"
2010-07-06,"24.358,15"
2010-07-05,"24.121,23"
2010-07-02,"24.045,52"
2010-07-01,"23.904,07"
2010-06-30,"24.080,73"
2010-06-29,"24.190,29"
2010-06-28,"24.462,80"
2010-06-25,"24.336,44"
2010-06-24,"23.997,45"
2010-06-23,"24.088,55"
2010-06-22,"24.105,03"
2010-06-21,"23.981,95"
2010-06-18,"23.924,80"
2010-06-17,"23.779,02"
2010-06-16,"23.774,33"
2010-06-15,"23.674,56"
2010-06-14,"23.392,04"
2010-06-11,"23.239,98"
2010-06-10,"23.144,56"
2010-06-09,"23.074,10"
2010-06-08,"23.083,49"
2010-06-07,"22.972,88"
2010-06-04,"22.813,60"
2010-06-02,"22.658,82"
2010-06-01,"22.403,79"
2010-05-31,"22.838,16"
2010-05-28,"22.582,93"
2010-05-27,"22.693,06"
2010-05-26,"22.491,82"
2010-05-25,"22.111,03"
2010-05-24,"22.364,02"
2010-05-21,"22.289,36"
2010-05-20,"22.045,42"
2010-05-19,"22.587,55"
2010-05-18,"22.893,27"
2010-05-17,"23.230,90"
2010-05-14,"23.195,67"
2010-05-13,"23.538,51"
2010-05-12,"23.599,48"
2010-05-11,"23.341,83"
2010-05-10,"23.788,02"
2010-05-07,"23.286,17"
2010-05-06,"23.425,76"
2010-05-05,"23.877,10"
2010-05-04,"23.935,05"
2010-05-03,"24.274,33"
2010-04-30,"24.233,19"
2010-04-29,"24.175,67"
2010-04-28,"23.994,05"
2010-04-27,"23.946,56"
2010-04-26,"24.204,47"
2010-04-23,"24.162,77"
2010-04-22,"24.048,88"
2010-04-20,"23.945,11"
2010-04-19,"24.020,59"
2010-04-16,"24.040,14"
2010-04-15,"24.138,25"
2010-04-14,"24.284,60"
2010-04-13,"24.108,87"
2010-04-12,"24.014,77"
2010-04-09,"24.128,61"
2010-04-08,"24.286,14"
2010-04-07,"24.226,41"
2010-04-06,"24.336,15"
2010-04-05,"24.353,27"
2010-04-01,"24.291,77"
2010-03-31,"24.220,61"
2010-03-30,"24.424,42"
2010-03-29,"24.476,78"
2010-03-26,"24.479,69"
2010-03-25,"24.410,06"
2010-03-24,"24.462,86"
2010-03-23,"24.718,86"
2010-03-22,"24.723,20"
2010-03-19,"24.752,45"
2010-03-18,"24.819,63"
2010-03-17,"24.871,39"
2010-03-16,"24.787,04"
2010-03-15,"24.612,68"
2010-03-12,"24.597,61"
2010-03-11,"24.937,93"
2010-03-10,"24.966,32"
2010-03-09,"24.832,42"
2010-03-08,"24.597,39"
2010-03-05,"24.682,34"
2010-03-04,"24.545,14"
2010-03-03,"24.662,10"
2010-03-02,"24.770,57"
2010-03-01,"24.657,17"
2010-02-26,"24.437,80"
2010-02-25,"24.337,92"
2010-02-24,"24.230,07"
2010-02-23,"24.297,44"
2010-02-22,"24.470,89"
2010-02-19,"24.474,72"
2010-02-18,"24.746,17"
2010-02-17,"24.659,56"
2010-02-12,"24.465,42"
2010-02-11,"24.558,50"
2010-02-10,"24.374,34"
2010-02-09,"24.259,73"
2010-02-08,"24.048,32"
2010-02-05,"23.753,28"
2010-02-04,"23.887,98"
2010-02-03,"24.335,30"
2010-02-02,"24.325,62"
2010-02-01,"24.407,99"
2010-01-29,"24.304,52"
2010-01-28,"24.087,84"
2010-01-27,"24.248,23"
2010-01-26,"24.300,36"
2010-01-22,"24.020,33"
2010-01-21,"23.774,38"
2010-01-20,"24.017,73"
2010-01-19,"24.342,15"
2010-01-18,"24.170,35"
2010-01-15,"24.329,05"
2010-01-14,"24.581,89"
2010-01-13,"24.867,38"
2010-01-12,"24.857,80"
2010-01-11,"24.743,46"
2010-01-08,"24.649,72"
2010-01-07,"24.636,47"
2010-01-06,"24.574,42"
2010-01-05,"24.601,36"
2010-01-04,"24.590,60"
